"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Affiliations","Authors with affiliations","EID"
"Karaton Kuzgun N.; Gürel İnanlı A.","Karaton Kuzgun, Nermin (56974405100); Gürel İnanlı, Ayşe (17345869200)","56974405100; 17345869200","The investigation of the shelf life at 2 ± 1 °C of Luciobarbus esocinus fillets packaged with films prepared with the addition of different essential oils and chitosan","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047913746&doi=10.1007%2fs13197-018-3191-1&partnerID=40&md5=49adf991932c03198cb7eed256189f45","Fisheries Faculty, Munzur University, Tunceli, Turkey; Fisheries Faculty, Fırat University, Elazig, Turkey","Karaton Kuzgun N., Fisheries Faculty, Munzur University, Tunceli, Turkey; Gürel İnanlı A., Fisheries Faculty, Fırat University, Elazig, Turkey","2-s2.0-85047913746"
"Pérez Córdoba L.J.; Sobral P.J.A.","Pérez Córdoba, Luis J. (57194429382); Sobral, Paulo J.A. (35607315000)","57194429382; 35607315000","Physical and antioxidant properties of films based on gelatin, gelatin-chitosan or gelatin-sodium caseinate blends loaded with nanoemulsified active compounds","2017","86","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020132486&doi=10.1016%2fj.jfoodeng.2017.05.023&partnerID=40&md5=1c80e5c0cf91cc55c664c015dac0af3b","Department of Food Engineering, College of Animal Science and Food Engineering, University of São Paulo, Av. Duque de Caxias North, 225, Pirassununga, 13635-900, SP, Brazil","Pérez Córdoba L.J., Department of Food Engineering, College of Animal Science and Food Engineering, University of São Paulo, Av. Duque de Caxias North, 225, Pirassununga, 13635-900, SP, Brazil; Sobral P.J.A., Department of Food Engineering, College of Animal Science and Food Engineering, University of São Paulo, Av. Duque de Caxias North, 225, Pirassununga, 13635-900, SP, Brazil","2-s2.0-85020132486"
"Benbettaïeb N.; Tanner C.; Cayot P.; Karbowiak T.; Debeaufort F.","Benbettaïeb, Nasreddine (56033429500); Tanner, Cadhla (57195715467); Cayot, Philippe (56300606500); Karbowiak, Thomas (9333012100); Debeaufort, Frédéric (54790571900)","56033429500; 57195715467; 56300606500; 9333012100; 54790571900","Impact of functional properties and release kinetics on antioxidant activity of biopolymer active films and coatings","2018","58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029600436&doi=10.1016%2fj.foodchem.2017.09.065&partnerID=40&md5=52b0450b5bf29f98fd4f27728e49b02d","Univ. Bourgogne Franche-Comté/AgroSup Dijon, UMR PAM A02-102, Food and Wine Physical-Chemistry Lab, 1 esplanade Erasme, Dijon, 21000, France; IUT-Dijon-Auxerre, Dpt BioEngineering, 7 blvd Docteur Petitjean, Dijon Cedex, 20178, France; Cork Institue of Technology, Bioscience Dpt, Rossa Av., Bishopstown, Cork, Ireland","Benbettaïeb N., Univ. Bourgogne Franche-Comté/AgroSup Dijon, UMR PAM A02-102, Food and Wine Physical-Chemistry Lab, 1 esplanade Erasme, Dijon, 21000, France, IUT-Dijon-Auxerre, Dpt BioEngineering, 7 blvd Docteur Petitjean, Dijon Cedex, 20178, France; Tanner C., IUT-Dijon-Auxerre, Dpt BioEngineering, 7 blvd Docteur Petitjean, Dijon Cedex, 20178, France, Cork Institue of Technology, Bioscience Dpt, Rossa Av., Bishopstown, Cork, Ireland; Cayot P., Univ. Bourgogne Franche-Comté/AgroSup Dijon, UMR PAM A02-102, Food and Wine Physical-Chemistry Lab, 1 esplanade Erasme, Dijon, 21000, France; Karbowiak T., Univ. Bourgogne Franche-Comté/AgroSup Dijon, UMR PAM A02-102, Food and Wine Physical-Chemistry Lab, 1 esplanade Erasme, Dijon, 21000, France; Debeaufort F., Univ. Bourgogne Franche-Comté/AgroSup Dijon, UMR PAM A02-102, Food and Wine Physical-Chemistry Lab, 1 esplanade Erasme, Dijon, 21000, France, IUT-Dijon-Auxerre, Dpt BioEngineering, 7 blvd Docteur Petitjean, Dijon Cedex, 20178, France","2-s2.0-85029600436"
"Escamilla-García M.; Calderón-Domínguez G.; Chanona-Pérez J.J.; Mendoza-Madrigal A.G.; Di Pierro P.; García-Almendárez B.E.; Amaro-Reyes A.; Regalado-González C.","Escamilla-García, Monserrat (55809241300); Calderón-Domínguez, Georgina (24174461000); Chanona-Pérez, Jorge J. (23391819800); Mendoza-Madrigal, Angélica G. (55210933800); Di Pierro, Prospero (6507667256); García-Almendárez, Blanca E. (7801345595); Amaro-Reyes, Aldo (36636729800); Regalado-González, Carlos (18040985700)","55809241300; 24174461000; 23391819800; 55210933800; 6507667256; 7801345595; 36636729800; 18040985700","Physical, structural, barrier, and antifungal characterization of chitosan-zein edible films with added essential oils","2017","60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033599404&doi=10.3390%2fijms18112370&partnerID=40&md5=a308122a6a8309f8e5e06d566e6a9b9e","Department of Food Research and Postgraduate Studies, C.U., Autonomous University of Querétaro, Cerro de las Campanas S/N, Las Campanas, Santiago de Querétaro, 76010, Mexico; Department of Biochemical Engineering, National Polytechnic Institute, Av. Wilfrido Massieu Esq. Cda. Miguel Stampa S/N, Gustavo A. Madero, 07738, Ciudad de México, Mexico; Faculty of Nutrition, Research Laboratory, Autonomous University of the State of Morelos, Vista Hermosa S/N, Cuernavaca, 62350, Mexico; Department of Chemical Sciences, University of Naples “Federico II”, Complesso Universitario di Monte Sant’Angelo, Via Cinthia, 21, Napoli, 80126, Italy","Escamilla-García M., Department of Food Research and Postgraduate Studies, C.U., Autonomous University of Querétaro, Cerro de las Campanas S/N, Las Campanas, Santiago de Querétaro, 76010, Mexico; Calderón-Domínguez G., Department of Biochemical Engineering, National Polytechnic Institute, Av. Wilfrido Massieu Esq. Cda. Miguel Stampa S/N, Gustavo A. Madero, 07738, Ciudad de México, Mexico; Chanona-Pérez J.J., Department of Biochemical Engineering, National Polytechnic Institute, Av. Wilfrido Massieu Esq. Cda. Miguel Stampa S/N, Gustavo A. Madero, 07738, Ciudad de México, Mexico; Mendoza-Madrigal A.G., Faculty of Nutrition, Research Laboratory, Autonomous University of the State of Morelos, Vista Hermosa S/N, Cuernavaca, 62350, Mexico; Di Pierro P., Department of Chemical Sciences, University of Naples “Federico II”, Complesso Universitario di Monte Sant’Angelo, Via Cinthia, 21, Napoli, 80126, Italy; García-Almendárez B.E., Department of Food Research and Postgraduate Studies, C.U., Autonomous University of Querétaro, Cerro de las Campanas S/N, Las Campanas, Santiago de Querétaro, 76010, Mexico; Amaro-Reyes A., Department of Food Research and Postgraduate Studies, C.U., Autonomous University of Querétaro, Cerro de las Campanas S/N, Las Campanas, Santiago de Querétaro, 76010, Mexico; Regalado-González C., Department of Food Research and Postgraduate Studies, C.U., Autonomous University of Querétaro, Cerro de las Campanas S/N, Las Campanas, Santiago de Querétaro, 76010, Mexico","2-s2.0-85033599404"
"Ganiari S.; Choulitoudi E.; Oreopoulou V.","Ganiari, Sophie (57194069218); Choulitoudi, Evanthia (57190289552); Oreopoulou, Vassiliki (6701801485)","57194069218; 57190289552; 6701801485","Edible and active films and coatings as carriers of natural antioxidants for lipid food","2017","174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028073534&doi=10.1016%2fj.tifs.2017.08.009&partnerID=40&md5=550c0160649d0b0973163de623fe5e13","National Technical University of Athens, School of Chemical Engineering, Laboratory of Food Chemistry and Technology, 5 Iroon Polytechniou, Zografou, Athens, 15780, Greece","Ganiari S., National Technical University of Athens, School of Chemical Engineering, Laboratory of Food Chemistry and Technology, 5 Iroon Polytechniou, Zografou, Athens, 15780, Greece; Choulitoudi E., National Technical University of Athens, School of Chemical Engineering, Laboratory of Food Chemistry and Technology, 5 Iroon Polytechniou, Zografou, Athens, 15780, Greece; Oreopoulou V., National Technical University of Athens, School of Chemical Engineering, Laboratory of Food Chemistry and Technology, 5 Iroon Polytechniou, Zografou, Athens, 15780, Greece","2-s2.0-85028073534"
"AL-Hassan A.A.; Norziah M.H.","AL-Hassan, A.A. (25935741800); Norziah, M.H. (6603299384)","25935741800; 6603299384","Effect of transglutaminase induced crosslinking on the properties of starch/gelatin films","2017","51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018440998&doi=10.1016%2fj.fpsl.2017.04.006&partnerID=40&md5=a37a5fe71276ed14a09d277a4ef071e7","Food Science and Human Nutrition Department, College of Agriculture & vet. Medicine, Qassim University, Burydah, 51452, Saudi Arabia; School of Industrial Technology, Food Technology Department, UniversitiSains Malaysia, 11800, Penang, Malaysia","AL-Hassan A.A., Food Science and Human Nutrition Department, College of Agriculture & vet. Medicine, Qassim University, Burydah, 51452, Saudi Arabia; Norziah M.H., School of Industrial Technology, Food Technology Department, UniversitiSains Malaysia, 11800, Penang, Malaysia","2-s2.0-85018440998"
"Giosafatto C.V.L.; Sabbah M.; Al-Asmar A.; Esposito M.; Sanchez A.; Santana R.V.; Cammarota M.; Mariniello L.; Di Pierro P.; Porta R.","Giosafatto, Concetta Valeria Lucia (8258189800); Sabbah, Mohammed (57190186629); Al-Asmar, Asmaa (57203401108); Esposito, Marilena (55553266200); Sanchez, Alfredo (7401886959); Santana, Reynaldo Villalonga (57207472421); Cammarota, Marcella (16314996300); Mariniello, Loredana (6701541012); Di Pierro, Prospero (6507667256); Porta, Raffaele (8378384300)","8258189800; 57190186629; 57203401108; 55553266200; 7401886959; 57207472421; 16314996300; 6701541012; 6507667256; 8378384300","Effect of mesoporous silica nanoparticles on glycerol-plasticized anionic and cationic polysaccharide edible films","2019","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062560761&doi=10.3390%2fcoatings9030172&partnerID=40&md5=6ce9f73ce8e2f7a13f8658c5a3df5a22","Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy; Department of Nutrition and Food Technology, An-Najah National University, P.O. Box: 7, Nablus, Palestine; Analysis, Poison control and Calibration Center (APCC), An-Najah National University, P.O. Box 7, Nablus, Palestine; Department of Analytical Chemistry, Faculty of Chemistry, Complutense University of Madrid, Madrid, 28040, Spain; Department of Experimental Medicine, University of Campania 'Luigi Vanvitelli', Naples, 80138, Italy","Giosafatto C.V.L., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy; Sabbah M., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy, Department of Nutrition and Food Technology, An-Najah National University, P.O. Box: 7, Nablus, Palestine; Al-Asmar A., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy, Analysis, Poison control and Calibration Center (APCC), An-Najah National University, P.O. Box 7, Nablus, Palestine; Esposito M., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy; Sanchez A., Department of Analytical Chemistry, Faculty of Chemistry, Complutense University of Madrid, Madrid, 28040, Spain; Santana R.V., Department of Analytical Chemistry, Faculty of Chemistry, Complutense University of Madrid, Madrid, 28040, Spain; Cammarota M., Department of Experimental Medicine, University of Campania 'Luigi Vanvitelli', Naples, 80138, Italy; Mariniello L., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy; Di Pierro P., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy; Porta R., Department of Chemical Sciences, University of Naples 'Federico II', Naples, 80126, Italy","2-s2.0-85062560761"
"Shahiri Tabarestani H.; Sedaghat N.; Jahanshahi M.; Motamedzadegan A.; Mohebbi M.","Shahiri Tabarestani, H. (54974394200); Sedaghat, N. (36905144700); Jahanshahi, M. (57930864100); Motamedzadegan, A. (25932241700); Mohebbi, M. (23569990100)","54974394200; 36905144700; 57930864100; 25932241700; 23569990100","Development of Optimized Edible Packaging Based on White-cheek Shark (Carcharhinus dussumieri) Skin Gelatin Biopolymer: Mechanical, Water Vapor Permeability, and Structural Properties","2017","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028758962&doi=10.1080%2f10498850.2015.1126664&partnerID=40&md5=778a98248d4f3f2c1f24be392a21d5df","Department of Food Science and Technology, Faculty of Agriculture, Ferdowsi University Of Mashhad (FUM), Mashhad, Khorasan Razavi, Iran; Faculty of Chemical Engineering, Babol Noshirvani University of Technology, Babol, Mazandaran, Iran; Department of Food Science and Technology, Sari Agricultural Sciences and Natural Resources University, Sari, Mazandaran, Iran","Shahiri Tabarestani H., Department of Food Science and Technology, Faculty of Agriculture, Ferdowsi University Of Mashhad (FUM), Mashhad, Khorasan Razavi, Iran; Sedaghat N., Department of Food Science and Technology, Faculty of Agriculture, Ferdowsi University Of Mashhad (FUM), Mashhad, Khorasan Razavi, Iran; Jahanshahi M., Faculty of Chemical Engineering, Babol Noshirvani University of Technology, Babol, Mazandaran, Iran; Motamedzadegan A., Department of Food Science and Technology, Sari Agricultural Sciences and Natural Resources University, Sari, Mazandaran, Iran; Mohebbi M., Department of Food Science and Technology, Faculty of Agriculture, Ferdowsi University Of Mashhad (FUM), Mashhad, Khorasan Razavi, Iran","2-s2.0-85028758962"
"Kistriyani L.; Sulistyawan W.; Kesuma S.H.","Kistriyani, Lilis (57160243600); Sulistyawan, Wahyu (57201076740); Kesuma, Sapta Hadi (58487669600)","57160243600; 57201076740; 58487669600","Characteristic of ascorbic acid in crosslinked chitosan edible film as drug delivery system membrane","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043327337&doi=10.1051%2fmatecconf%2f201815401027&partnerID=40&md5=e9ec72e47dada86c02c83eaaa0910184","Department of Chemical Engineering, Universitas Islam Indonesia, Yogyakarta, Indonesia","Kistriyani L., Department of Chemical Engineering, Universitas Islam Indonesia, Yogyakarta, Indonesia; Sulistyawan W., Department of Chemical Engineering, Universitas Islam Indonesia, Yogyakarta, Indonesia; Kesuma S.H., Department of Chemical Engineering, Universitas Islam Indonesia, Yogyakarta, Indonesia","2-s2.0-85043327337"
"Ramziia S.; Ma H.; Yao Y.; Wei K.; Huang Y.","Ramziia, Sadykova (57197707376); Ma, Hui (57197712280); Yao, Yunzhen (57193123577); Wei, Kunrui (57197720562); Huang, Yaqin (37361106700)","57197707376; 57197712280; 57193123577; 57197720562; 37361106700","Enhanced antioxidant activity of fish gelatin–chitosan edible films incorporated with procyanidin","2018","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034080000&doi=10.1002%2fapp.45781&partnerID=40&md5=da39e67868977d27389fa2960f71e13c","Beijing Laboratory of Biomedical Materials, College of Material Science and Engineering, Beijing University of Chemical Technology, 15 Beisanhuan East Road, Beijing, 100029, China","Ramziia S., Beijing Laboratory of Biomedical Materials, College of Material Science and Engineering, Beijing University of Chemical Technology, 15 Beisanhuan East Road, Beijing, 100029, China; Ma H., Beijing Laboratory of Biomedical Materials, College of Material Science and Engineering, Beijing University of Chemical Technology, 15 Beisanhuan East Road, Beijing, 100029, China; Yao Y., Beijing Laboratory of Biomedical Materials, College of Material Science and Engineering, Beijing University of Chemical Technology, 15 Beisanhuan East Road, Beijing, 100029, China; Wei K., Beijing Laboratory of Biomedical Materials, College of Material Science and Engineering, Beijing University of Chemical Technology, 15 Beisanhuan East Road, Beijing, 100029, China; Huang Y., Beijing Laboratory of Biomedical Materials, College of Material Science and Engineering, Beijing University of Chemical Technology, 15 Beisanhuan East Road, Beijing, 100029, China","2-s2.0-85034080000"
"Yeddes W.; Nowacka M.; Rybak K.; Younes I.; Hammami M.; Saidani-Tounsi M.; Witrowa-Rajchert D.","Yeddes, Walid (57203059151); Nowacka, Malgorzata (37361460600); Rybak, Katarzyna (56607056300); Younes, Islem (6508126833); Hammami, Majdi (55772218200); Saidani-Tounsi, Moufida (37045683700); Witrowa-Rajchert, Dorota (6603457938)","57203059151; 37361460600; 56607056300; 6508126833; 55772218200; 37045683700; 6603457938","Evaluation of the antioxidant and antimicrobial activity of rosemary essential oils as gelatin edible film component","2019","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065515968&doi=10.3136%2ffstr.25.321&partnerID=40&md5=70256c6e8b8eedc74512da4c9dbe2b3e","Borj Cedria Biotechnology Center, Laboratory of Aromatic and Medicinal Plants, BP901, Hammam-Lif, 2050, Tunisia; University of Carthage, Faculty of Science of Bizerte, Jarzouna7021, Tunisia; Warsaw University of Life Sciences - SGGW, Faculty of Food Sciences, Department of Food Engineering and Process Management, Nowoursynowska159c, Warsaw, 02-776, Poland","Yeddes W., Borj Cedria Biotechnology Center, Laboratory of Aromatic and Medicinal Plants, BP901, Hammam-Lif, 2050, Tunisia, University of Carthage, Faculty of Science of Bizerte, Jarzouna7021, Tunisia; Nowacka M., Warsaw University of Life Sciences - SGGW, Faculty of Food Sciences, Department of Food Engineering and Process Management, Nowoursynowska159c, Warsaw, 02-776, Poland; Rybak K., Warsaw University of Life Sciences - SGGW, Faculty of Food Sciences, Department of Food Engineering and Process Management, Nowoursynowska159c, Warsaw, 02-776, Poland; Younes I., Borj Cedria Biotechnology Center, Laboratory of Aromatic and Medicinal Plants, BP901, Hammam-Lif, 2050, Tunisia; Hammami M., Borj Cedria Biotechnology Center, Laboratory of Aromatic and Medicinal Plants, BP901, Hammam-Lif, 2050, Tunisia; Saidani-Tounsi M., Borj Cedria Biotechnology Center, Laboratory of Aromatic and Medicinal Plants, BP901, Hammam-Lif, 2050, Tunisia; Witrowa-Rajchert D., Warsaw University of Life Sciences - SGGW, Faculty of Food Sciences, Department of Food Engineering and Process Management, Nowoursynowska159c, Warsaw, 02-776, Poland","2-s2.0-85065515968"
"Fakhouri F.M.; Martelli S.M.; Caon T.; Velasco J.I.; Buontempo R.C.; Bilck A.P.; Innocentini Mei L.H.","Fakhouri, Farayde Matta (10044311600); Martelli, Silvia Maria (14058688300); Caon, Thiago (16232182900); Velasco, José Ignacio (7101931483); Buontempo, Rodolfo Cardoso (57188768886); Bilck, Ana Paula (8866930100); Innocentini Mei, Lúcia Helena (23091409000)","10044311600; 14058688300; 16232182900; 7101931483; 57188768886; 8866930100; 23091409000","The effect of fatty acids on the physicochemical properties of edible films composed of gelatin and gluten proteins","2018","54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029177819&doi=10.1016%2fj.lwt.2017.08.056&partnerID=40&md5=37e3e2eb666bdd25723a8bdfafefaf2b","Faculty of Engineering, Federal University of Grande Dourados, Dourados, Brazil; Department of Chemical Engineering, Campinas State University, Campinas, Brazil; Department of Pharmaceutical Sciences, Federal University of Santa Catarina, Florianópolis, Brazil; Centre Català del Plàstic, Universitat Politècnica de Catalunya, Spain; Faculty of Technology of São Paulo State, Mogi Mirim, Brazil; Londrina State University, Londrina, Brazil","Fakhouri F.M., Faculty of Engineering, Federal University of Grande Dourados, Dourados, Brazil, Department of Chemical Engineering, Campinas State University, Campinas, Brazil; Martelli S.M., Faculty of Engineering, Federal University of Grande Dourados, Dourados, Brazil; Caon T., Department of Pharmaceutical Sciences, Federal University of Santa Catarina, Florianópolis, Brazil; Velasco J.I., Centre Català del Plàstic, Universitat Politècnica de Catalunya, Spain; Buontempo R.C., Faculty of Technology of São Paulo State, Mogi Mirim, Brazil; Bilck A.P., Londrina State University, Londrina, Brazil; Innocentini Mei L.H., Department of Chemical Engineering, Campinas State University, Campinas, Brazil","2-s2.0-85029177819"
"Wang B.; Yang C.; Wang J.; Xia S.; Wu Y.","Wang, Bingyi (57205152668); Yang, Chen (57205156441); Wang, Jianming (36148849700); Xia, Shuang (57205158236); Wu, Yonggang (57205156907)","57205152668; 57205156441; 36148849700; 57205158236; 57205156907","Effects of combined pullulan polysaccharide, glycerol, and trehalose on the mechanical properties and the solubility of casted gelatin-soluble edible membranes","2019","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058852108&doi=10.1111%2fjfpp.13858&partnerID=40&md5=5adfbf096cc907c78b92c63e7a592e91","State Key Laboratory of Food Nutrition and Safety, Tianjin University of Science & Technology, Ministry of Education, Tianjin, China; College of Food Engineering and Biotechnology, Tianjin University of Science & Technology, Tianjin, China","Wang B., State Key Laboratory of Food Nutrition and Safety, Tianjin University of Science & Technology, Ministry of Education, Tianjin, China, College of Food Engineering and Biotechnology, Tianjin University of Science & Technology, Tianjin, China; Yang C., State Key Laboratory of Food Nutrition and Safety, Tianjin University of Science & Technology, Ministry of Education, Tianjin, China, College of Food Engineering and Biotechnology, Tianjin University of Science & Technology, Tianjin, China; Wang J., State Key Laboratory of Food Nutrition and Safety, Tianjin University of Science & Technology, Ministry of Education, Tianjin, China, College of Food Engineering and Biotechnology, Tianjin University of Science & Technology, Tianjin, China; Xia S., State Key Laboratory of Food Nutrition and Safety, Tianjin University of Science & Technology, Ministry of Education, Tianjin, China, College of Food Engineering and Biotechnology, Tianjin University of Science & Technology, Tianjin, China; Wu Y., State Key Laboratory of Food Nutrition and Safety, Tianjin University of Science & Technology, Ministry of Education, Tianjin, China, College of Food Engineering and Biotechnology, Tianjin University of Science & Technology, Tianjin, China","2-s2.0-85058852108"
"Wulandari D.; Yuliatmo R.; Sugiyanto","Wulandari, D. (57195644087); Yuliatmo, R. (57202222453); Sugiyanto (57202219083)","57195644087; 57202222453; 57202219083","The effect of coating of edible film from bovine split hide gelatin on beef meatballs properties","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047490002&doi=10.14710%2fjitaa.43.2.177-183&partnerID=40&md5=f12d592dfafcf0b6e7687f2ac29fcae5","Department of Leather Processing Technology, Politeknik ATK Yogyakarta, Jl. Ring Road, Selatan, Glugo, Panggungharjo, Sewon, Bantul, Yogyakarta, 55188, Indonesia; Department of Leather Products Processing Technology, Politeknik ATK Yogyakarta, Jl. Ring Road, Selatan, Glugo, Panggungharjo, Sewon, Bantul, Yogyakarta, 55188, Indonesia","Wulandari D., Department of Leather Processing Technology, Politeknik ATK Yogyakarta, Jl. Ring Road, Selatan, Glugo, Panggungharjo, Sewon, Bantul, Yogyakarta, 55188, Indonesia; Yuliatmo R., Department of Leather Processing Technology, Politeknik ATK Yogyakarta, Jl. Ring Road, Selatan, Glugo, Panggungharjo, Sewon, Bantul, Yogyakarta, 55188, Indonesia; Sugiyanto, Department of Leather Products Processing Technology, Politeknik ATK Yogyakarta, Jl. Ring Road, Selatan, Glugo, Panggungharjo, Sewon, Bantul, Yogyakarta, 55188, Indonesia","2-s2.0-85047490002"
"Pavli F.; Tassou C.; Nychas G.-J.E.; Chorianopoulos N.","Pavli, Foteini (57195539985); Tassou, Chrysoula (6701678516); Nychas, George-John E. (7006290539); Chorianopoulos, Nikos (8931822000)","57195539985; 6701678516; 7006290539; 8931822000","Probiotic incorporation in edible films and coatings: Bioactive solution for functional foods","2018","100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042664744&doi=10.3390%2fijms19010150&partnerID=40&md5=c513b14c9d332e893cf8fdca68206edf","Institute of Technology of Agricultural Products, Hellenic Agricultural Organization-DEMETER, Attica, Lycovrissi, 14123, Greece; Laboratory of Food Microbiology and Biotechnology, Department of Food Science and Human Nutrition, Agricultural University of Athens, Iera Odos 75, Athens, 11855, Greece","Pavli F., Institute of Technology of Agricultural Products, Hellenic Agricultural Organization-DEMETER, Attica, Lycovrissi, 14123, Greece, Laboratory of Food Microbiology and Biotechnology, Department of Food Science and Human Nutrition, Agricultural University of Athens, Iera Odos 75, Athens, 11855, Greece; Tassou C., Institute of Technology of Agricultural Products, Hellenic Agricultural Organization-DEMETER, Attica, Lycovrissi, 14123, Greece; Nychas G.-J.E., Laboratory of Food Microbiology and Biotechnology, Department of Food Science and Human Nutrition, Agricultural University of Athens, Iera Odos 75, Athens, 11855, Greece; Chorianopoulos N., Institute of Technology of Agricultural Products, Hellenic Agricultural Organization-DEMETER, Attica, Lycovrissi, 14123, Greece","2-s2.0-85042664744"
"Tao F.; Shi C.; Cui Y.","Tao, Furong (36622794800); Shi, Chengmei (57191915006); Cui, Yuezhi (8507267800)","36622794800; 57191915006; 8507267800","Preparation and physicochemistry properties of smart edible films based on gelatin–starch nanoparticles","2018","25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054071919&doi=10.1002%2fjsfa.9091&partnerID=40&md5=994a9e3e588d68368f0857e2df91467a","Shandong Provincial Key Laboratory of Fine Chemicals, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China","Tao F., Shandong Provincial Key Laboratory of Fine Chemicals, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Shi C., Shandong Provincial Key Laboratory of Fine Chemicals, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Cui Y., Shandong Provincial Key Laboratory of Fine Chemicals, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China","2-s2.0-85054071919"
"Ribes S.; Fuentes A.; Talens P.; Barat J.M.","Ribes, Susana (55988138600); Fuentes, Ana (22937665200); Talens, Pau (6506493375); Barat, Jose Manuel (7006773718)","55988138600; 22937665200; 6506493375; 7006773718","Prevention of fungal spoilage in food products using natural compounds: A review","2018","51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021818624&doi=10.1080%2f10408398.2017.1295017&partnerID=40&md5=f904d3ed556d9bcfd4c97ba43fc3a276","Food Technology Department, Universitat Politècnica de València, Valencia, Spain","Ribes S., Food Technology Department, Universitat Politècnica de València, Valencia, Spain; Fuentes A., Food Technology Department, Universitat Politècnica de València, Valencia, Spain; Talens P., Food Technology Department, Universitat Politècnica de València, Valencia, Spain; Barat J.M., Food Technology Department, Universitat Politècnica de València, Valencia, Spain","2-s2.0-85021818624"
"Kadhim M.M.; Shakheer A.I.; Fahim A.H.; Kadhim M.M.H.A.","Kadhim, Mustafa M. (57205763724); Shakheer, Ali I. (57204971816); Fahim, Ali H. (57220483544); Kadhim, Murtadha M. Hussein A. (57205763726)","57205763724; 57204971816; 57220483544; 57205763726","Effect of type and concentration of plasticizer on mechanical properties of protein edible films","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061479279&partnerID=40&md5=412cea5b7eb163b8a68576c10dfbdb29","Department of Dairy Technology, College of Food Sciences, Al-Qasim Green University, Iraq; Department of Pumping Technical Engineering, College of Al-Musaib Technical, Al-Furat Al-Awsat Technical University, Iraq; Department of Genetic Engineering, College of Biotechnology, Al-Qasim Green University, Iraq","Kadhim M.M., Department of Dairy Technology, College of Food Sciences, Al-Qasim Green University, Iraq; Shakheer A.I., Department of Dairy Technology, College of Food Sciences, Al-Qasim Green University, Iraq; Fahim A.H., Department of Pumping Technical Engineering, College of Al-Musaib Technical, Al-Furat Al-Awsat Technical University, Iraq; Kadhim M.M.H.A., Department of Genetic Engineering, College of Biotechnology, Al-Qasim Green University, Iraq","2-s2.0-85061479279"
