"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Correspondence Address"
"Suvarna V.; Nair A.; Mallya R.; Khan T.; Omri A.","Suvarna, Vasanti (8722226600); Nair, Arya (57420932000); Mallya, Rashmi (37070937700); Khan, Tabassum (57197741643); Omri, Abdelwahab (35492680500)","8722226600; 57420932000; 37070937700; 57197741643; 35492680500","Antimicrobial Nanomaterials for Food Packaging","2022","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131572124&doi=10.3390%2fantibiotics11060729&partnerID=40&md5=351c39adb0b50985a7829d91afd61a45","T. Khan; Department of Pharmaceutical Chemistry & Quality Assurance, SVKM’s Dr. Bhanuben Nanavati College of Pharmacy, Mumbai, 400056, India; email: tabassum.khan@bncp.ac.in; A. Omri; The Novel Drug & Vaccine Delivery Systems Facility, Department of Chemistry and Biochemistry, Laurentian University, Sudbury, P3E 2C6, Canada; email: aomri@laurentian.ca"
"Gautam G.; Rani R.; Badwaik L.S.; Mahanta C.L.","Gautam, Gitanjali (57193418340); Rani, Ruchi (57222316502); Badwaik, Laxmikant S. (54973826900); Mahanta, Charu Lata (6507123919)","57193418340; 57222316502; 54973826900; 6507123919","Chitosan-based films and coatings","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147789126&doi=10.1002%2f9781119702313.ch4&partnerID=40&md5=89d8308d070964e468cd100941c9af70","L.S. Badwaik; Department of Food Engineering and Technology, School of Engineering, Tezpur University, Napaam, Assam, 784028, India; email: badwaik@tezu.ernet.in"
"Al-Harrasi A.; Bhtaia S.; Al-Azri M.S.; Makeen H.A.; Albratty M.; Alhazmi H.A.; Mohan S.; Sharma A.; Behl T.","Al-Harrasi, Ahmed (6506093146); Bhtaia, Saurabh (57679456900); Al-Azri, Mohammed Said (57677849600); Makeen, Hafiz A. (8409275300); Albratty, Mohammed (57193443653); Alhazmi, Hassan A. (55588491600); Mohan, Syam (26424414900); Sharma, Ajay (57211843982); Behl, Tapan (56560241200)","6506093146; 57679456900; 57677849600; 8409275300; 57193443653; 55588491600; 26424414900; 57211843982; 56560241200","Correction to: Development and Characterization of Chitosan and Porphyran Based Composite Edible Films Containing Ginger Essential Oil (Polymers 2022, 14, 1782)","2022","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134028322&doi=10.3390%2fpolym14132518&partnerID=40&md5=67a72e3f98ae5536ad7cbac7668948f3","A. Al-Harrasi; Natural & Medical Sciences Research Center, University of Nizwa, Nizwa, P.O. Box 33, Birkat Al Mauz, 616, Oman; email: aharrasi@unizwa.edu.om"
"Zhang W.; Rhim J.-W.","Zhang, Wanli (57201591598); Rhim, Jong-Whan (7102595551)","57201591598; 7102595551","Functional edible films/coatings integrated with lactoperoxidase and lysozyme and their application in food preservation","2022","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119200061&doi=10.1016%2fj.foodcont.2021.108670&partnerID=40&md5=3f093576e48b08a9675a4c61e5ca7669","J.-W. Rhim; Department of Food and Nutrition, BioNanocomposite Research Center, Kyung Hee University, Seoul, 26 Kyungheedae-ro, Dongdaemun-gu, 02447, South Korea; email: jwrhim@khu.ac.kr"
"Al-Maqtari Q.A.; Al-Gheethi A.A.S.; Ghaleb A.D.S.; Mahdi A.A.; Al-Ansi W.; Noman A.E.; Al-Adeeb A.; Odjo A.K.O.; Du Y.; Wei M.; Yao W.","Al-Maqtari, Qais Ali (57209144567); Al-Gheethi, Adel Ali Saeed (57195533166); Ghaleb, Abduljalil D.S. (57200517475); Mahdi, Amer Ali (57199839866); Al-Ansi, Waleed (57207731820); Noman, Abeer Essam (57211297944); Al-Adeeb, Abdulqader (57221752447); Odjo, Aboudou Kabirou Olatoundé (57475105900); Du, Yuhang (57222089872); Wei, Minping (57190390141); Yao, Weirong (8512669000)","57209144567; 57195533166; 57200517475; 57199839866; 57207731820; 57211297944; 57221752447; 57475105900; 57222089872; 57190390141; 8512669000","Fabrication and characterization of chitosan/gelatin films loaded with microcapsules of Pulicaria jaubertii extract","2022","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125623581&doi=10.1016%2fj.foodhyd.2022.107624&partnerID=40&md5=aafa80cf2f5d8354cdc3cfa1666984e8","W. Yao; State Key Laboratory of Food Science and Technology (Jiangnan University), School of Food Science and Technology, Wuxi, 1800 Lihu Road, Jiangsu, 214122, China; email: yaoweirongcn@jiangnan.edu.cn"
"Yavari Maroufi L.; Shahabi N.; Ghorbani M.","Yavari Maroufi, L. (57218319250); Shahabi, N. (57194022079); Ghorbani, M. (57199999984)","57218319250; 57194022079; 57199999984","Properties Evaluation of Reinforced Chitosan-Modified Guar Gum Film Containing Rosemary Extract for Active Food Packaging; [ارزیابی ویژگی هاي فیلم تقویت شده کیتوزان- صمغ گوار اصلاح شده حاوي عصاره رزماري به منظور کاربرد در بسته بندي فعال مواد غذایی]","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140822526&doi=10.22034%2fFSCT.19.125.135&partnerID=40&md5=8d2b6ff8b7d572242f58eaf0d118c7ec","M. Ghorbani; Nutrition Research Center, Tabriz University of Medical Sciences, Tabriz, Iran; email: ghorbanim@tbzmed.ac.ir"
"Gita R.S.D.; Waluyo J.; Dafik; Indrawati","Gita, R.S.D. (57222585194); Waluyo, J. (57213636100); Dafik (24281263600); Indrawati (57208001334)","57222585194; 57213636100; 24281263600; 57208001334","The effectiveness of using chitosan as a natural antibacterial for maintaining the sausage quality","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137757124&doi=10.26656%2ffr.2017.6%284%29.007&partnerID=40&md5=c6794be4ce6feba1f5ebd64a2b80534e","R.S.D. Gita; Department of Postgraduate Program on Science Education, Jember University, Jember, Jl. Kalimantan Tegalboto No.37, Jawa Timur, 68121, Indonesia; email: gitarina16@gmail.com"
"El-Zehery H.R.A.; Zaghloul R.A.; Abdel-Rahman H.M.; Salem A.A.; El-Dougdoug K.A.","El-Zehery, Hoda R.A. (57396134900); Zaghloul, Rashed A. (57188720694); Abdel-Rahman, Hany M. (57193123341); Salem, Ahmed A. (57193119518); El-Dougdoug, K.A. (57505736200)","57396134900; 57188720694; 57193123341; 57193119518; 57505736200","Novel strategies of essential oils, chitosan, and nano- chitosan for inhibition of multi-drug resistant: E. coli O157:H7 and Listeria monocytogenes","2022","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122244112&doi=10.1016%2fj.sjbs.2021.12.036&partnerID=40&md5=2888c0e20efb610d58fa6f0570db613b","H.R.A. El-Zehery; Agricultural Microbiology Department, Faculty of Agriculture, Moshtohor, Benha Univirsity, Egypt; email: hoda.alzoheri@fagr.bu.edu.eg"
"Bizymis A.-P.; Giannou V.; Tzia C.","Bizymis, Angelos-Panagiotis (57224474858); Giannou, Virginia (6507724383); Tzia, Constantina (56005445500)","57224474858; 6507724383; 56005445500","Improved Properties of Composite Edible Films Based on Chitosan by Using Cellulose Nanocrystals and Beta-Cyclodextrin","2022","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137849774&doi=10.3390%2fapp12178729&partnerID=40&md5=27de4ba2dfe1c29c968845182e97cb90","C. Tzia; Laboratory of Food Chemistry and Technology, School of Chemical Engineering, National Technical University of Athens, Athens, 5 Iroon Polytechniou St., Polytechnioupoli, Zografou, 15780, Greece; email: tzia@chemeng.ntua.gr"
"Cheng S.; Li F.; Mei X.","Cheng, Siqi (57713540500); Li, Feifan (57218353189); Mei, Xiaohong (16028894300)","57713540500; 57218353189; 16028894300","Structure, mechanical and physical properties of hordein/chitosan composite films","2022","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130825100&doi=10.1016%2fj.lwt.2022.113596&partnerID=40&md5=2fde851bb288d41df4df0b920da7e70c","X. Mei; Beijing, No. 17 Qinghua East Road, Haidian District, 100083, China; email: mxh@cau.edu.cn"
"Famiglietti M.; Savastano A.; Gaglione R.; Arciello A.; Naviglio D.; Mariniello L.","Famiglietti, Michela (57350793200); Savastano, Alessandro (57850687400); Gaglione, Rosa (57103327000); Arciello, Angela (6505922782); Naviglio, Daniele (6603071831); Mariniello, Loredana (6701541012)","57350793200; 57850687400; 57103327000; 6505922782; 6603071831; 6701541012","Edible Films Made of Dried Olive Leaf Extract and Chitosan: Characterization and Applications","2022","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136168025&doi=10.3390%2ffoods11142078&partnerID=40&md5=7e574e59f8f2297e85ff1ebd07c6dfbf","L. Mariniello; Department of Chemical Sciences, University of Naples “Federico II”, Naples, A.A., 80126, Italy; email: loredana.mariniello@unina.it"
"Parsaei E.; Mohammadi Nafchi A.; Nouri L.; Al-Hassan A.A.","Parsaei, Elnaz (57224831070); Mohammadi Nafchi, Abdorreza (57205295763); Nouri, Leila (56156064200); Al-Hassan, A.A. (25935741800)","57224831070; 57205295763; 56156064200; 25935741800","The effects of tannic and caffeic acid as cross-linking agents on the physicochemical, barrier, and mechanical characteristics of cold-water fish gelatin films","2022","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133049193&doi=10.1007%2fs11694-022-01495-y&partnerID=40&md5=dea695230a71e56a76045e361ac4f21e","A. Mohammadi Nafchi; Department of Food Science and Technology, Damghan Branch, Islamic Azad University, Damghan, Iran; email: fstiau@gmail.com"
"Wai S.N.; How Y.H.; Saleena L.A.K.; Degraeve P.; Oulahal N.; Pui L.P.","Wai, Seat Ni (57980147100); How, Yu Hsuan (57218477919); Saleena, Lejaniya Abdul Kalam (57478952000); Degraeve, Pascal (6603462388); Oulahal, Nadia (16231386900); Pui, Liew Phing (55511544300)","57980147100; 57218477919; 57478952000; 6603462388; 16231386900; 55511544300","Chitosan–Sodium Caseinate Composite Edible Film Incorporated with Probiotic Limosilactobacillus fermentum: Physical Properties, Viability, and Antibacterial Properties","2022","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142543507&doi=10.3390%2ffoods11223583&partnerID=40&md5=8c04905a9abddb0629d494aee777b8e9","L.P. Pui; Department of Food Science and Nutrition, Faculty of Applied Sciences, UCSI University, Kuala Lumpur, 56000, Malaysia; email: puilp@ucsiuniversity.edu.my"
"Xiao L.; Kang S.; Lapu M.; Jiang P.; Wang X.; Liu D.; Li J.; Liu M.","Xiao, Longquan (57474295200); Kang, Shuai (57556338600); Lapu, Molazi (57555963100); Jiang, Peng (57556719600); Wang, Xinhui (36451708900); Liu, Dayu (55556224300); Li, Jing (55917949200); Liu, Mingxue (56174294800)","57474295200; 57556338600; 57555963100; 57556719600; 36451708900; 55556224300; 55917949200; 56174294800","Preparation and characterization of chitosan/pullulan film loading carvacrol for targeted antibacterial packaging of chilled meat","2022","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129939220&doi=10.1016%2fj.ijbiomac.2022.05.044&partnerID=40&md5=f55963193849c00cd6f9c3538592d67c","J. Li; School of Food and Biological Engineering, Chengdu University, Chengdu, Sichuan, 610106, China; email: lijing@cdu.edu.cn"
"Wardana A.A.; Kingwascharapong P.; Wigati L.P.; Tanaka F.; Tanaka F.","Wardana, Ata Aditya (57200366579); Kingwascharapong, Passakorn (56708865400); Wigati, Laras Putri (57557254900); Tanaka, Fumina (56297667700); Tanaka, Fumihiko (57195377796)","57200366579; 56708865400; 57557254900; 56297667700; 57195377796","The antifungal effect against Penicillium italicum and characterization of fruit coating from chitosan/ZnO nanoparticle/Indonesian sandalwood essential oil composites","2022","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127310006&doi=10.1016%2fj.fpsl.2022.100849&partnerID=40&md5=b45955b9ae4fc0af717bae2e3c4b8c7e","F. Tanaka; Laboratory of Postharvest Science, Department of Bioproduction and Environmental Science, Graduate School of Agriculture Kyushu University, Fukuoka City, Japan; email: fumit@bpes.kyushu-u.ac.jp"
"Roshandel-hesari N.; Mokaber-Esfahani M.; Taleghani A.; Akbari R.","Roshandel-hesari, Narjes (57807390500); Mokaber-Esfahani, Majid (56335354000); Taleghani, Akram (57189644206); Akbari, Reza (56795136500)","57807390500; 56335354000; 57189644206; 56795136500","Investigation of physicochemical properties, antimicrobial and antioxidant activity of edible films based on chitosan/casein containing Origanum vulgare L. essential oil and its effect on quality maintenance of cherry tomato","2022","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134335149&doi=10.1016%2fj.foodchem.2022.133650&partnerID=40&md5=4b413f258359cdc122af2e80310bd83f","M. Mokaber-Esfahani; Department of Chemistry, Faculty of Science, Gonbad Kavous University, Gonbad Kavous, P.O. Box 163, Iran; email: m_mokaber@gonbad.ac.ir"
"Yin H.; Yuanrong Z.; Li Y.; Zijing X.; Yongli J.; Yun D.; Danfeng W.; Yu Z.","Yin, Hao (57220846739); Yuanrong, Zheng (57781158100); Li, Yu (57781942500); Zijing, Xu (57781416200); Yongli, Jiang (57782212700); Yun, Deng (57781158200); Danfeng, Wang (57215855399); Yu, Zhong (57781684800)","57220846739; 57781158100; 57781942500; 57781416200; 57782212700; 57781158200; 57215855399; 57781684800","Optimization of antibacterial and physical properties of chitosan/citronella oil film by electrostatic spraying and evaluation of its preservation effectiveness on salmon fillets","2022","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133496217&doi=10.1016%2fj.fpsl.2022.100891&partnerID=40&md5=4d34a1e9ced5cc6db8c944dbe5ff33ce","Z. Yu; Shanghai Jiao Tong University, Shanghai, 200240, China; email: zhongyu@sjtu.edu.cn"
"Mei S.; Fu B.; Su X.; Chen H.; Lin H.; Zheng Z.; Dai C.; Yang D.-P.","Mei, Shanshan (57390291100); Fu, Bofei (57390269800); Su, Xianjie (57390236400); Chen, Hongbin (57202116650); Lin, Hetong (26642882800); Zheng, Zongping (8451746600); Dai, Congjie (55861583800); Yang, Da-Peng (55776174400)","57390291100; 57390269800; 57390236400; 57202116650; 26642882800; 8451746600; 55861583800; 55776174400","Developing silk sericin-based and carbon dots reinforced bio-nanocomposite films and potential application to litchi fruit","2022","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132214216&doi=10.1016%2fj.lwt.2022.113630&partnerID=40&md5=e7ae33d3400ee23c40bbdab88eeda2df","H. Lin; College of Food Science, Fujian Agriculture and Forestry University, Fuzhou, Fujian, 350002, China; email: hetonglin@163.com; D.-P. Yang; Key Laboratory of Chemical Materials and Green Nanotechnology, College of Chemical Engineering and Materials Science, Quanzhou Normal University, Quanzhou, Fujian, 362000, China; email: yangdp@qztc.edu.cn"
"Thi Nguyen T.; Pham B.-T.T.; Nhien Le H.; Bach L.G.; Thuc C.N.H.","Thi Nguyen, Thuong (57222639695); Pham, Bao-Tran Tran (57285340800); Nhien Le, Hon (57469138400); Bach, Long Giang (54390718300); Thuc, C.N. Ha (55233663200)","57222639695; 57285340800; 57469138400; 54390718300; 55233663200","Comparative characterization and release study of edible films of chitosan and natural extracts","2022","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125398290&doi=10.1016%2fj.fpsl.2022.100830&partnerID=40&md5=a46bde82a8465578591ac0b9c4e9076c","C.N.H. Thuc; Faculty of Chemistry, University of Science, Ho Chi Minh City, 72711, Viet Nam; email: htcnhan@hcmus.edu.vn"
"Jama S.O.; Fawole O.A.; Opara U.L.; Ambaw A.","Jama, S.O. (57976222400); Fawole, O.A. (25723180300); Opara, U.L. (57191045175); Ambaw, A. (25959866900)","57976222400; 25723180300; 57191045175; 25959866900","Characterization and engineering analysis of properties of edible films","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142448247&doi=10.17660%2fActaHortic.2022.1349.61&partnerID=40&md5=d52b9d886113f636856294953e528b61",""
"Al-Hassan A.A.","Al-Hassan, A.A. (25935741800)","25935741800","Development and characterization of gelatin films derived from camel skin: effects of camel age and plasticizes","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136568465&doi=10.1007%2fs11694-022-01577-x&partnerID=40&md5=c843ced2b7c4437a9b3a1faaf8671020","A.A. Al-Hassan; Department of Food Science and Human Nutrition, College of Agriculture & Vet. Medicine, Qassim University, Burydah, 51452, Saudi Arabia; email: ahsn@qu.edu.sa"
"Sutharsan J.; Boyer C.A.; Zhao J.","Sutharsan, Jenani (57796171300); Boyer, Cyrille Andre (10339815000); Zhao, Jian (57226861171)","57796171300; 10339815000; 57226861171","Physicochemical properties of chitosan edible films incorporated with different classes of flavonoids","2022","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134523492&doi=10.1016%2fj.carpta.2022.100232&partnerID=40&md5=7da9067236ab3a1170a640bcfcedcb40","J. Zhao; School of Chemical Sciences and Engineering, The University of New South Wales, Sydney, Anzac Parade, Kensington, 2052, Australia; email: Jian.zhao@unsw.edu.au"
"Li S.; Fan M.; Deng S.; Tao N.","Li, Shuo (57856477100); Fan, Min (26435784800); Deng, Shanggui (37110538700); Tao, Ningping (37021982300)","57856477100; 26435784800; 37110538700; 37021982300","Characterization and Application in Packaging Grease of Gelatin–Sodium Alginate Edible Films Cross-Linked by Pullulan","2022","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136500878&doi=10.3390%2fpolym14153199&partnerID=40&md5=00f0821a96296217b07172a10f0a2bd5","N. Tao; College of Food Science and Technology, Shanghai Ocean University, Shanghai, 201306, China; email: nptao@shou.edu.cn"
"Al-Harrasi A.; Bhtaia S.; Al-Azri M.S.; Makeen H.A.; Albratty M.; Alhazmi H.A.; Mohan S.; Sharma A.; Behl T.","Al-Harrasi, Ahmed (6506093146); Bhtaia, Saurabh (57679456900); Al-Azri, Mohammed Said (57677849600); Makeen, Hafiz A. (8409275300); Albratty, Mohammed (57193443653); Alhazmi, Hassan A. (55588491600); Mohan, Syam (26424414900); Sharma, Ajay (57211843982); Behl, Tapan (56560241200)","6506093146; 57679456900; 57677849600; 8409275300; 57193443653; 55588491600; 26424414900; 57211843982; 56560241200","Development and Characterization of Chitosan and Porphyran Based Composite Edible Films Containing Ginger Essential Oil","2022","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129807724&doi=10.3390%2fpolym14091782&partnerID=40&md5=5d41d70c06c642a7d3ef32d1350240d4","A. Al-Harrasi; Natural & Medical Sciences Research Center, University of Nizwa, Nizwa, P.O. Box 33, Birkat Al Mauz, 616, Oman; email: aharrasi@unizwa.edu.om; S. Bhtaia; Natural & Medical Sciences Research Center, University of Nizwa, Nizwa, P.O. Box 33, Birkat Al Mauz, 616, Oman; email: sbsaurabhbhatia@gmail.com"
"Łupina K.; Kowalczyk D.; Kazimierczak W.","Łupina, Katarzyna (57208740826); Kowalczyk, Dariusz (56228715900); Kazimierczak, Waldemar (11839002700)","57208740826; 56228715900; 11839002700","Functional Properties and Storage Stability of Astaxanthin-Loaded Polysaccharide/Gelatin Blend Films—A Comparative Study","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139872107&doi=10.3390%2fpolym14194001&partnerID=40&md5=d24d642eff00683599889f1a126546b2","D. Kowalczyk; Department of Biochemistry and Food Chemistry, Faculty of Food Sciences and Biotechnology, University of Life Sciences in Lublin, Lublin, Skromna 8, 20-704, Poland; email: dariusz.kowalczyk@up.lublin.pl"
"Mehdizadeh A.; Shahidi S.-A.; Shariatifar N.; Shiran M.; Ghorbani-HasanSaraei A.","Mehdizadeh, Abbas (57220588878); Shahidi, Seyed-Ahmad (57201615691); Shariatifar, Nabi (54394148100); Shiran, Mohamadreza (6602319450); Ghorbani-HasanSaraei, Azade (57206901795)","57220588878; 57201615691; 54394148100; 6602319450; 57206901795","Physicochemical characteristics and antioxidant activity of the chitosan/zein films incorporated with Pulicaria gnaphalodes L. extract-loaded nanoliposomes","2022","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122475109&doi=10.1007%2fs11694-021-01250-9&partnerID=40&md5=22e1efb4ecd2bef0833cd30bd63fe51c","S.-A. Shahidi; Medicinal Plants Research Center, Ayatollah Amoli Branch, Islamic Azad University, Amol, 4635143358, Iran; email: sashahidy@yahoo.com; N. Shariatifar; Division of Food Safety and Hygiene, Department of Environmental Health Engineering, Tehran University of Medical Sciences, Tehran, Iran; email: nshariati@tums.ac.ir"
"Lu Y.; Luo Q.; Chu Y.; Tao N.; Deng S.; Wang L.; Li L.","Lu, Yanan (57429027300); Luo, Qijun (57429914700); Chu, Yuchan (57429383200); Tao, Ningping (37021982300); Deng, Shanggui (37110538700); Wang, Li (57215217507); Li, Li (57218273942)","57429027300; 57429914700; 57429383200; 37021982300; 37110538700; 57215217507; 57218273942","Application of Gelatin in Food Packaging: A Review","2022","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123591002&doi=10.3390%2fpolym14030436&partnerID=40&md5=dcc0b9647b9d3725a44026aba9bdecaf","L. Wang; Engineering Research Center of Food Thermal-Processing Technology, College of Food Science and Technology, Shanghai Ocean University, Shanghai, 201306, China; email: liwang@shou.edu.cn; L. Li; Engineering Research Center of Food Thermal-Processing Technology, College of Food Science and Technology, Shanghai Ocean University, Shanghai, 201306, China; email: l-li@shou.edu.cn"
"Yadav V.J.; Shukla V.H.; Zende R.J.","Yadav, Vishwa Jeet (58527943700); Shukla, V.H. (56027445400); Zende, R.J. (10045832700)","58527943700; 56027445400; 10045832700","Active Packaging Film of Starch and Chitosan Incorporated with Beetroot Extract for Improvement of Quality and Shelf Life of Chicken Patties","2022","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161193736&doi=10.48165%2fjms.2022.1707&partnerID=40&md5=58fc22bfcef9a57bffedabde8f1e775a","V.J. Yadav; Department of Livestock Products Technology, Mumbai Veterinary College, Mumbai, India; email: drvivekivri@gmail.com"
"Kim E.H.; Song A.Y.; Min S.C.","Kim, Eui Hyun (57734006400); Song, Ah Young (57197277229); Min, Sea Cheol (7202852772)","57734006400; 57197277229; 7202852772","Fabrication of edible gelatin-based films by heat pressing","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131628281&doi=10.9721%2fKJFST.2022.54.2.179&partnerID=40&md5=c571633e8aec2f36f3216e6dbff70761","S.C. Min; Department of Food Science and Technology, Seoul Women's University, Seoul, 01797, South Korea; email: smin@swu.ac.kr"
"Hai Y.; Zhou D.; Lam Y.L.N.; Li X.; Chen G.; Bi J.; Lou X.; Chen L.; Yang H.","Hai, Yaowen (57789246500); Zhou, Disheng (57581544100); Lam, Yi Lin Nicole (57790088400); Li, Xuan (57761845500); Chen, Guo (57788809200); Bi, Jintian (57790088500); Lou, Xiaowei (57193321795); Chen, Leijian (57788809300); Yang, Hongshun (7406558225)","57789246500; 57581544100; 57790088400; 57761845500; 57788809200; 57790088500; 57193321795; 57788809300; 7406558225","Nanoemulsified clove essential oils-based edible coating controls Pseudomonas spp.-causing spoilage of tilapia (Oreochromis niloticus) fillets: Working mechanism and bacteria metabolic responses","2022","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133707019&doi=10.1016%2fj.foodres.2022.111594&partnerID=40&md5=70a19d0eddd11a7825a21b8a5b9cef5e","H. Yang; Department of Food science and Technology, National University of Singapore, Singapore, 117542, Singapore; email: fstynghs@nus.edu.sg"
"Nxumalo K.A.; Fawole O.A.","Nxumalo, K.A. (57224312402); Fawole, O.A. (25723180300)","57224312402; 25723180300","Selected properties of chitosan-based films incorporated with Bidens pilosa extract for potential applications in food preservation","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142422726&doi=10.17660%2fActaHortic.2022.1349.67&partnerID=40&md5=377a4ab8f83b3217b6fc4e2e80a2496a",""
"Wang F.; Yu G.; Yang Q.; Yi X.; Fu L.; Wang Y.","Wang, Feifei (57205108851); Yu, Gang (58088211600); Yang, Qing (57223043896); Yi, Xiao (57719534400); Fu, Linglin (15834638300); Wang, Yanbo (9038019100)","57205108851; 58088211600; 57223043896; 57719534400; 15834638300; 9038019100","Antibacterial Gelidium amansii polysaccharide-based edible films containing cyclic adenosine monophosphate for bioactive packaging","2022","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131102046&doi=10.1016%2fj.ijbiomac.2022.05.090&partnerID=40&md5=d869c925a20580d6261ea6f04a28fbfe","Y. Wang; School of Food Science and Biotechnology, Zhejiang Gongshang University, Hangzhou, 18 Xue Zheng Street, Zhejiang Province, 310018, China; email: wyb1225@163.com"
"Zhao R.; Guan W.; Zheng P.; Tian F.; Zhang Z.; Sun Z.; Cai L.","Zhao, Ran (58026594400); Guan, Weiliang (57204680663); Zheng, Pingan (57211135265); Tian, Fang (57203159927); Zhang, Zhenzhe (57254262000); Sun, Zhidong (57254606300); Cai, Luyun (36738835500)","58026594400; 57204680663; 57211135265; 57203159927; 57254262000; 57254606300; 36738835500","Development of edible composite film based on chitosan nanoparticles and their application in packaging of fresh red sea bream fillets","2022","44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114699944&doi=10.1016%2fj.foodcont.2021.108545&partnerID=40&md5=408e5cb583a98fa91c4ba167bb9296cd","L. Cai; Ningbo Research Institute, Zhejiang University, Ningbo, 315100, China; email: cailuyun@zju.edu.cn; F. Tian; College of Food Science and Pharmacy, Zhejiang Ocean University, Zhoushan, 316022, China; email: tianfang@zjou.edu.cn"
"V A.K.; Hasan M.; Mangaraj S.; M P.; Verma D.K.; Srivastav P.P.","V, Ajesh Kumar (57205110351); Hasan, Muzaffar (56768798000); Mangaraj, Shukadev (8708578400); M, Pravitha (57765075300); Verma, Deepak Kumar (57205109387); Srivastav, Prem Prakash (6602333369)","57205110351; 56768798000; 8708578400; 57765075300; 57205109387; 6602333369","Trends in Edible Packaging Films and its Prospective Future in Food: A Review","2022","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132925321&doi=10.1016%2fj.afres.2022.100118&partnerID=40&md5=537bd4ab4c64238f2ce5ad2f59994864","A.K. V; Centre of Excellence for Soybean Processing and Utilization, ICAR- Central Institute of Agricultural Engineering, Bhopal, Nabibagh, Berasia Road, India; email: ajeshmtr@gmail.com; M. Hasan; Agro Produce Processing Division, ICAR- Central Institute of Agricultural Engineering, Bhopal, Nabibagh, Berasia Road, 462 038, India; email: muzaffarhassan88@gmail.com"
"Mohamed A.; Ramaswamy H.S.","Mohamed, Amal (57198725150); Ramaswamy, Hosahalli S. (7005073172)","57198725150; 7005073172","Characterization of Caseinate–Carboxymethyl Chitosan-Based Edible Films Formulated with and without Transglutaminase Enzyme","2022","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137289401&doi=10.3390%2fjcs6070216&partnerID=40&md5=4faf88af697e5198cc56bf2f5f0b7e1f","H.S. Ramaswamy; Department of Food Science and Agricultural Chemistry, Macdonald Campus of McGill University, Ste Anne de Bellevue, 21111 Lakeshore, Road, H9X 3V9, Canada; email: hosahalli.ramaswamy@mcgill.ca"
"Li Z.; Jiang X.; Huang H.; Liu A.; Liu H.; Abid N.; Ming L.","Li, Zhe (56159168500); Jiang, Xiaoxia (57324579400); Huang, Hao (55657842900); Liu, Ao (57483326700); Liu, Hongning (35096582300); Abid, Naeem (57559715500); Ming, Liangshan (55899827400)","56159168500; 57324579400; 55657842900; 57483326700; 35096582300; 57559715500; 55899827400","Chitosan/zein films incorporated with essential oil nanoparticles and nanoemulsions: Similarities and differences","2022","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127530928&doi=10.1016%2fj.ijbiomac.2022.03.200&partnerID=40&md5=dcb8f4da27fac3aea23fe1e32fc9ee17","L. Ming; Institute for Advanced Study, Key Laboratory of Modern Preparation of TCM, Ministry of Education, Research Center for Differentiation and Development of TCM Basic Theory, Jiangxi University of Chinese Medicine, Jiangxi Nanchang, 330004, China; email: mingls@jxutcm.edu.cn"
