Chi,Gel,Gly,Pec,Sta,Oil,T(°C),%RH,t(h),TS,WVP,%E
0.498,1.992,0.498,0.0,1.38,0.0,60,53.0,18,33.36,13.0,50.3
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.922,0.461,0.194,0.0,0.922,2.927,60,50.0,18,36.36,87.5,21.5
0.998,0.0,0.2,0.0,0.0,0.0,30,53.0,24,45.0,17.0,5.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,2.727,21,57.0,24,36.3,66.69,42.8
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,12,5.33,0.03,27.64
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,42.4,9.65,4.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,39.63,94.7,70.6
0.919,0.23,0.579,0.0,0.0,0.0,25,50.0,12,24.31,65.8,15.96
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,29.87,57.8,110.7
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,7.0
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.0,0.0,0.2,0.0,0.0,1.247,21,57.0,24,94.8,28.82,15.9
1.0,0.0,0.2,0.0,0.0,1.927,21,57.0,24,31.3,66.69,32.7
0.92,0.0,0.387,0.0,0.46,0.0,60,50.0,18,63.19,101.2,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,39.89,94.7,35.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.491,1.964,0.491,0.0,0.0,0.0,30,53.0,24,45.0,15.0,57.0
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.36,94.7,100.3
0.922,0.23,0.194,0.0,0.0,0.0,22,50.0,25,36.85,101.7,27.34
1.0,1.0,0.0,0.0,0.0,0.5,22,50.0,48,62.2,96.0,2.77
0.998,0.0,0.0,0.0,0.0,0.5,25,60.0,48,68.0,130.2,7.0
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,40.41,90.6,35.1
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,39.23,92.2,8.9
0.92,0.23,0.387,0.0,1.38,0.0,60,50.0,18,33.36,70.6,50.3
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,1.25,0.0,0.0,0.0,40,57.0,140,8.7,42.56,48.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,39.23,92.2,8.9
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,42.4,81.7,100.1
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,33.36,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,80.6,100.3
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,6.11,0.54,5.46
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.25,0.0,0.0,0.0,40,60.0,140,44.9,86.0,16.9
1.0,0.0,0.2,0.0,0.0,2.927,21,57.0,24,36.3,66.69,45.8
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.56,7.68,15.91
1.984,0.0,0.992,0.0,0.0,0.0,50,54.0,2,9.25,13.61,20.77
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,26.4,94.7,35.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,25.93,81.7,100.1
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,29.83,57.8,110.7
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,34.89,57.8,110.7
0.922,0.23,0.194,0.0,0.461,2.63,60,50.0,18,72.46,81.7,51.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,0.2,0.0,0.0,4.0,21,57.0,24,40.4,66.69,32.7
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.0,2.0,0.829,0.0,0.0,0.0,25,58.0,36,22.6,9.68,36.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,1.25,0.0,0.0,0.0,40,75.0,140,8.7,27.28,48.7
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.7,0.0,0.0,0.0,0.0,0.0,60,75.0,24,67.11,87.68,21.35
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,107.0,66.5,13.8
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.998,0.0,0.299,0.0,0.0,0.0,22,54.0,2,36.25,15.8,37.67
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.89,92.2,100.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,80.6,100.3
0.922,0.23,0.194,0.0,0.461,0.0,60,50.0,18,36.26,81.7,51.2
2.0,0.0,0.0,0.0,0.0,0.0,22,60.0,48,143.2,31.0,5.5
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.496,0.0,0.3,0.0,0.0,0.0,2,54.0,336,398.0,8.9,7.72
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,168,309.0,86.0,5.5
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,0.919,0.0,60,50.0,18,18.9,65.8,111.0
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,43.8,44.56,24.5
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.5,9.65,4.2
2.0,0.0,0.0,0.0,0.0,1.189,26,0.0,72,9.41,0.54,5.46
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.0,0.0,0.0,0.0,0.0,0.0,22,57.0,46,55.83,92.29,4.58
1.0,0.0,1.25,0.0,0.0,0.0,40,75.0,140,44.9,27.24,16.9
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,84.5,2.77
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.922,0.23,0.194,0.0,0.461,0.0,60,50.0,18,29.96,81.7,51.2
0.794,1.191,0.992,0.0,0.0,0.0,24,30.0,72,23.88,0.13,11.05
0.793,1.189,0.991,0.0,0.0,0.125,24,33.0,72,22.66,0.24,12.03
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,40,50.0,24,656.0,71.2,2.77
1.496,0.0,0.3,0.0,1.382,0.0,60,54.0,18,39.89,79.3,2.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,55.0,18,33.89,92.2,100.3
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,42.4,80.6,100.3
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,25.83,60.8,75.4
1.0,0.0,0.2,0.0,0.0,0.0,21,50.0,24,52.5,9.66,4.2
1.0,1.0,0.0,0.0,0.0,0.0,22,50.0,48,57.6,96.0,6.5
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,19.36,0.36,3.76
0.981,0.0,0.0,0.0,0.0,2.0,25,57.0,48,50.0,94.59,6.0
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,48,113.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.499,0.0,0.3,0.0,0.0,0.0,25,60.0,168,107.0,86.0,13.8
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.36,94.7,100.3
0.793,1.189,0.991,0.0,0.0,0.25,24,33.0,72,14.06,0.24,12.33
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.56,4.02
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.36,81.7,100.3
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,44.56,30.2
1.0,0.0,0.2,0.0,0.0,2.517,21,57.0,24,71.2,44.56,24.5
1.0,0.0,0.2,0.0,0.0,0.475,21,57.0,24,42.4,66.69,34.7
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.56,7.68,15.91
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,12,22.51,7.68,27.18
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,40.41,90.6,35.1
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,40.41,90.6,35.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,18.9,60.8,110.7
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,38.87,60.8,75.4
0.919,0.23,0.579,0.0,0.922,0.0,60,50.0,18,34.89,65.8,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,76.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,6.0
0.0,0.5,1.2,0.3,0.0,3.0,25,58.0,12,24.91,7.68,145.68
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,168,309.0,7.68,63.39
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
1.972,0.0,1.775,0.0,0.0,0.0,26,45.0,72,19.36,0.03,37.64
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,29.83,57.8,110.7
0.919,0.23,0.579,0.0,0.922,0.0,60,50.0,18,30.76,65.8,11.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,4.2,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.06,1.4,0.0,0.0,0.0,25,58.0,12,8.87,7.68,37.54
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,168,372.0,40.8,15.5
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,168,372.0,40.8,15.5
1.003,0.0,0.0,0.0,0.0,0.0,25,60.0,168,309.0,124.0,2.7
1.0,0.0,0.25,0.0,0.0,3.927,40,75.0,140,33.3,89.68,16.9
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,14,27.96,0.03,27.64
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.87,81.7,100.1
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,18.9,60.8,95.5
2.0,0.0,0.0,0.0,0.461,0.0,26,0.0,18,36.46,0.54,5.46
0.97,0.0,0.0,0.0,0.0,0.0,25,60.0,48,113.0,65.0,22.0
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,12,25.46,7.68,27.18
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,38.82,94.7,35.1
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.786,1.179,0.982,0.0,0.0,0.125,24,33.0,72,22.64,0.86,12.75
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,40.41,90.6,35.1
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,101.2,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,73.81,81.7,100.1
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,38.87,0.02,29.77
1.0,1.0,0.0,0.0,0.0,0.0,40,50.0,140,64.3,96.0,13.7
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.0,0.0,0.2,0.0,0.0,3.942,21,57.0,24,24.4,44.4,30.2
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,12,5.33,7.68,27.18
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,120.0,66.3,8.51
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.922,0.0,0.194,0.0,0.922,0.0,60,54.0,18,39.23,40.8,8.9
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.002,0.0,0.0,0.0,0.0,0.0,25,60.0,48,113.0,124.0,22.0
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.786,1.179,0.982,0.0,0.0,1.0,24,33.0,72,13.7,0.86,12.75
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,39.23,87.5,8.9
0.491,1.964,0.38,0.0,0.92,0.0,60,53.0,18,32.85,15.0,100.1
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,12,6.42,86.0,5.5
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.0,3.886,0.777,0.0,0.0,0.0,30,53.0,24,45.0,11.0,51.0
0.794,1.191,0.992,0.0,0.0,1.0,25,33.0,48,63.0,0.13,57.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.986,0.982,1.775,0.0,0.0,0.0,25,45.0,14,31.87,0.02,29.77
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,66.31,0.54,5.46
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
1.0,1.0,0.0,0.0,0.0,0.5,25,50.0,48,65.0,96.0,7.72
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
0.992,0.0,0.0,0.0,0.0,1.0,25,60.0,48,53.0,86.0,5.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,48,112.0,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,66.69,32.7
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.0,0.0,0.2,0.0,0.0,3.942,21,57.0,24,27.4,66.69,32.7
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,143.2,72.0,6.5
0.24,0.5,1.26,0.0,0.0,1.247,21,58.0,24,94.8,7.68,55.69
0.92,0.23,0.387,0.0,1.38,0.0,60,50.0,18,40.41,80.6,35.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,34.23,70.3,8.9
0.79,1.185,0.987,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.75
0.998,0.0,0.0,0.0,0.0,0.5,25,60.0,48,64.0,130.2,7.0
1.0,0.0,0.2,0.0,0.0,2.495,21,53.0,24,44.4,17.0,30.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.1,0.5,1.4,0.0,0.0,0.55,26,58.0,72,14.41,7.68,5.46
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,44.4,30.2
1.0,0.0,0.25,0.0,0.0,0.0,40,75.0,140,8.7,89.68,16.9
1.0,0.0,0.2,0.0,0.0,0.59,21,57.0,24,46.2,44.56,24.5
1.0,0.0,0.2,0.0,0.0,2.927,21,57.0,24,36.3,66.69,42.8
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,42.4,92.2,100.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,25.87,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.86,80.6,100.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.922,0.23,0.194,0.0,0.919,0.0,60,50.0,18,28.83,81.7,51.2
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,38.87,0.02,29.77
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.16,7.68,15.91
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,25.4,65.8,80.5
1.984,0.0,0.992,0.0,0.0,0.976,21,50.0,24,121.3,13.61,20.77
0.79,1.185,0.987,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.75
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.55,26,0.0,72,14.41,0.34,5.46
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,3.742,21,57.0,24,27.4,66.69,31.7
1.496,0.0,0.3,0.0,0.0,0.0,2,54.0,336,398.0,0.27,7.72
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,84.5,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,72.5,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,80.5,100.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.998,0.0,0.299,0.0,0.0,0.0,22,50.0,46,55.43,10.2,37.67
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,91.1,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,37.0,18,13.63,92.29,100.3
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.0,1.0,0.0,0.0,0.0,0.0,40,50.0,140,64.3,96.0,13.7
1.0,0.0,0.0,0.0,0.0,0.0,22,57.0,26,23.87,9.65,4.58
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.0,0.0,0.0,0.0,25,60.0,48,52.0,130.2,7.0
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.993,0.0,0.199,0.0,0.922,0.0,60,53.0,18,39.23,25.0,9.9
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.89,92.2,100.3
0.998,0.0,0.2,0.0,0.0,0.0,30,53.0,24,55.0,19.0,5.7
2.0,0.0,0.0,0.0,0.0,0.65,26,0.0,72,14.41,0.54,5.46
1.0,0.0,0.25,0.0,0.0,0.0,40,54.0,140,44.9,82.5,16.9
0.92,0.0,0.387,0.0,0.92,0.0,60,54.0,18,33.36,40.8,100.3
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,92.2,100.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.64,4.02
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,627.5,63.19,42.8
0.998,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,92.2,42.4
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,143.2,72.0,6.5
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,85.0,13.0,9.3
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,78.2,70.3,8.9
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,44,54.1,9.65,4.2
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.54,4.02
1.0,0.0,0.2,0.0,0.0,1.409,21,57.0,24,6.7,44.4,30.2
0.499,0.0,0.3,0.0,0.0,0.0,2,50.0,336,120.0,10.2,8.51
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,31.0,13.0,9.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,39.23,94.7,35.1
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,46.4,80.6,100.4
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,38.87,0.02,29.77
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.794,1.191,0.992,0.0,0.0,0.125,24,33.0,72,22.64,0.13,11.05
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,59.8,44.56,24.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,6.42,7.68,145.68
1.0,0.0,0.2,0.0,0.0,2.387,21,57.0,24,43.2,44.56,24.5
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,85.0,13.0,9.3
0.0,1.972,1.775,0.0,0.0,0.0,25,45.0,24,627.5,0.02,27.23
0.92,0.0,0.387,0.0,1.38,0.0,60,50.0,18,39.36,101.2,50.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,33.23,70.3,8.9
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,32.89,81.7,100.8
1.984,0.0,0.992,0.0,0.0,0.0,24,50.0,72,23.88,13.61,11.05
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,13,38.86,87.5,21.5
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,6.0
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.92,0.23,0.387,0.0,1.38,0.0,60,50.0,18,33.36,81.7,50.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,1.38,0.0,60,50.0,18,40.41,101.2,50.3
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,46.4,80.6,100.4
